PMX Bone Weight
0.1802492,10.43564,0.0542195,-0.9828503,-0.13237,0.128388,下半身,左足,,,0.57,0.43,0,0,True,1.222027,10.99177,-0.1344777,0.964558,10.11701,-0.135761,1.25604,9.58212,-0.1029631
0.2099753,10.43063,0.2257847,-0.8744456,-0.3625269,0.3223648,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1677798,10.5168,0.0466488,-0.998844,-0.004288999,0.047877,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1703405,10.51146,-0.1785792,-0.9890887,0.138648,-0.04980098,下半身,左足,,,0.57,0.43,0,0,True,1.18202,11.06519,-0.1389794,0.964558,10.11701,-0.135761,1.25604,9.58212,-0.1029631
0.213872,10.60353,-0.2619681,-0.9330624,0.3430061,-0.108358,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.1941659,10.59473,-0.1804719,-0.9563594,0.2711379,-0.1089069,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3308837,10.80092,-0.7110881,-0.7216182,-0.01621601,-0.6921012,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3696277,10.7054,-0.7508342,-0.7573168,0.02887799,-0.6524088,下半身,左足,,,0.57,0.43,0,0,True,1.131565,11.15778,-0.1446567,0.964558,10.11701,-0.135761,1.25604,9.58212,-0.1029631
0.233912,10.55855,-0.4824088,-0.9608266,0.107776,-0.2553359,下半身,左足,,,0.57,0.43,0,0,True,1.168999,11.08908,-0.1404445,0.964558,10.11701,-0.135761,1.25604,9.58212,-0.1029631
0.4653747,11.03751,-0.8303264,-0.4162091,0.04762001,-0.9080211,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2506121,10.67612,-0.4674901,-0.9575367,0.2501119,-0.143413,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.440212,11.1966,0.2665328,0.9374353,0.08971403,0.3364021,下半身,左足,,,0.57,0.43,0,0,True,1.196327,11.03893,-0.1373696,0.964558,10.11701,-0.135761,1.25604,9.58212,-0.1029631
1.391337,11.53584,0.2640834,0.8640378,0.2820559,0.4169929,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.222555,11.23412,0.5993091,0.6557723,0.1687981,0.7358463,下半身,左足,,,0.86,0.14,0,0,True,1.139465,11.14328,-0.1437677,0.964558,10.11701,-0.135761,1.25604,9.58212,-0.1029631
1.329324,11.65753,0.2340234,-0.9342166,0.3177029,-0.1621849,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.179358,11.39199,0.5777104,-0.9242868,0.3590409,-0.12955,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.168892,11.37429,0.6033171,-0.9242868,0.3590409,-0.12955,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.518925,11.39032,-0.2926961,0.9914063,0.105903,-0.07680002,下半身,左足,,,0.57,0.43,0,0,True,1.118772,11.18125,-0.1460961,0.964558,10.11701,-0.135761,1.25604,9.58212,-0.1029631
1.413715,11.4088,-0.7149847,0.7959162,0.1774651,-0.5788121,下半身,左足,,,0.57,0.43,0,0,True,1.076161,11.25945,-0.1508908,0.964558,10.11701,-0.135761,1.25604,9.58212,-0.1029631
1.478845,11.66899,-0.2837895,0.9624206,0.2706539,0.02220099,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.414494,11.89478,-0.3063903,0.9666147,0.2366439,-0.09826197,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.333443,11.784,-0.6592066,0.7885279,0.2605359,-0.5570859,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.321085,11.8469,-0.6655527,0.8041376,0.09964596,-0.5860317,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.12369,11.5443,-0.8737466,0.110927,0.4243941,-0.8986573,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
1.084947,11.60598,-0.8318852,0.156232,0.390131,-0.907408,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6681134,11.28233,-0.877866,-0.282513,0.329793,-0.9007901,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.8060557,10.72243,0.7444882,0.2096579,0.02157899,0.9775366,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.5704737,10.47483,0.6280332,0.381828,-0.3503909,0.8552388,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.2317967,10.35025,0.2091959,0.8587358,-0.2849289,0.4258969,下半身,右足,,,0.57,0.43,0,0,True,-1.273554,10.89722,-0.1286799,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.345357,10.33722,0.3695164,0.5935578,-0.5892237,0.5481828,下半身,右足,,,0.75,0.25,0,0,True,-1.309056,10.83207,-0.1246851,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.1802492,10.43564,0.0542195,0.9828503,-0.13237,0.128388,下半身,右足,,,0.57,0.43,0,0,True,-1.222028,10.99178,-0.1344775,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.2099753,10.43063,0.2257847,0.8744456,-0.3625269,0.3223648,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.1677798,10.5168,0.0466488,0.998844,-0.004288999,0.047877,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.1703405,10.51146,-0.1785792,0.9890887,0.138648,-0.04980098,下半身,右足,,,0.57,0.43,0,0,True,-1.182021,11.06519,-0.1389792,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.1941659,10.59473,-0.1804719,0.9563594,0.2711379,-0.1089069,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.213872,10.60353,-0.2619681,0.9330624,0.3430061,-0.108358,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.233912,10.55855,-0.4824088,0.9608266,0.107776,-0.2553359,下半身,右足,,,0.57,0.43,0,0,True,-1.169,11.08908,-0.1404443,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.3696277,10.7054,-0.7508342,0.7573168,0.02887799,-0.6524088,下半身,右足,,,0.57,0.43,0,0,True,-1.131566,11.15778,-0.1446565,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.3308837,10.80092,-0.7110881,0.7216182,-0.01621601,-0.6921012,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.6109992,10.84691,-0.8951226,0.4907521,0.018945,-0.8710932,下半身,右足,,,0.5,0.5,0,0,True,-1.123681,11.17225,-0.1455437,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.5896231,10.99476,-0.8925619,0.4390891,0.02136901,-0.8981893,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.4653747,11.03751,-0.8303264,0.4162091,0.04762001,-0.9080211,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.2506121,10.67612,-0.4674901,0.9575367,0.2501119,-0.143413,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-1.222555,11.23412,0.5993091,-0.6557723,0.1687981,0.7358463,下半身,右足,,,0.86,0.14,0,0,True,-1.139466,11.14328,-0.1437675,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-1.391337,11.53584,0.2640834,-0.8640378,0.2820559,0.4169929,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-1.440212,11.1966,0.2665328,-0.9374353,0.08971403,0.3364021,下半身,右足,,,0.57,0.43,0,0,True,-1.196329,11.03894,-0.1373693,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-1.168892,11.37429,0.6033171,0.9242868,0.3590409,-0.12955,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-1.179358,11.39199,0.5777104,0.9242868,0.3590409,-0.12955,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-1.329324,11.65753,0.2340234,0.9342166,0.3177029,-0.1621849,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-1.0059,11.0345,0.7366948,0.9117021,0.3993481,-0.09654301,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-1.03351,10.86828,0.7620789,-0.2842919,0.01134699,0.9586706,下半身,右足,,,0.86,0.14,0,0,True,-1.25376,10.93355,-0.1309071,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-1.518925,11.39032,-0.2926961,-0.9914063,0.105903,-0.07680002,下半身,右足,,,0.57,0.43,0,0,True,-1.118774,11.18125,-0.1460959,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-1.413715,11.4088,-0.7149847,-0.7959162,0.1774651,-0.5788121,下半身,右足,,,0.57,0.43,0,0,True,-1.076163,11.25945,-0.1508905,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-1.154196,11.25661,-0.9795136,-0.2693408,0.1613129,-0.9494385,下半身,右足,,,0.57,0.43,0,0,True,-1.07388,11.26364,-0.1511474,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.4558001,10.34513,0.4739474,0.328072,-0.7227149,0.6083189,下半身,右足,,,0.75,0.25,0,0,True,-1.333641,10.78696,-0.1219188,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.3264303,10.36071,0.3767532,0.6650686,-0.5118257,0.5437997,下半身,右足,,,0.86,0.14,0,0,True,-1.295079,10.85772,-0.1262578,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.3189709,10.38765,0.3844351,0.7354041,-0.365973,0.5703021,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.651302,10.45958,0.6529719,0.248587,-0.4376619,0.8640928,下半身,右足,,,0.86,0.14,0,0,True,-1.334924,10.7846,-0.1217743,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-1.478845,11.66899,-0.2837895,-0.9624206,0.2706539,0.02220099,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-1.414494,11.89478,-0.3063903,-0.9666147,0.2366439,-0.09826197,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.440436,10.36761,0.4786234,0.459804,-0.5395679,0.705299,下半身,右足,,,0.86,0.14,0,0,True,-1.320832,10.81046,-0.1233601,-0.9645592,10.11701,-0.1357608,-1.467114,9.19479,-0.07921273
-0.4227339,10.41081,0.4973275,0.5504572,-0.4640542,0.6940104,下半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
